zaman,boyut,kaynak_ip,hedef_ip,protokol,ttl,etiket,kaynak_port,hedef_port,bayraklar
1775625870.474405,54,10.111.197.48,34.160.122.198,6,128,1,62140,443,FA
1775625870.4750214,54,10.111.197.48,34.160.122.198,6,128,1,62140,443,RA
1775625870.4757874,66,10.111.197.48,3.160.57.104,6,128,1,52937,443,S
1775625870.476398,66,10.111.197.48,104.18.25.232,6,128,1,64900,443,S
1775625870.4770474,66,10.111.197.48,34.160.122.198,6,128,1,59414,443,S
1775625870.4786637,66,10.111.197.48,172.217.168.110,6,128,1,60012,443,S
1775625870.4792762,66,10.111.197.48,192.178.24.42,6,128,1,54924,443,S
1775625870.4799516,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,A
1775625870.4804084,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,PA
1775625870.4808564,1393,3.160.57.104,10.111.197.48,6,242,1,443,53470,A
1775625870.4817078,1393,3.160.57.104,10.111.197.48,6,242,1,443,53470,PA
1775625870.4824622,1393,3.160.57.104,10.111.197.48,6,242,1,443,53470,A
1775625870.4830365,1393,3.160.57.104,10.111.197.48,6,242,1,443,53470,PA
1775625870.4839592,607,3.160.57.104,10.111.197.48,6,242,1,443,53470,PA
1775625870.4846082,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,A
1775625870.4851758,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,PA
1775625870.4856594,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,A
1775625870.486111,54,10.111.197.48,192.178.24.65,6,128,1,60212,443,RA
1775625870.486697,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,PA
1775625870.487398,1393,192.178.24.65,10.111.197.48,6,114,1,443,60212,A
1775625870.4881487,104,192.178.24.65,10.111.197.48,6,114,1,443,60212,PA
1775625870.488791,66,192.178.24.42,10.111.197.48,6,113,1,443,61153,SA
1775625870.4895556,1007,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.4901776,163,192.178.24.65,10.111.197.48,17,54,1,443,53819,UDP
1775625870.490974,54,10.111.197.48,3.160.57.104,6,128,1,53470,443,RA
1775625870.4915671,66,142.251.127.84,10.111.197.48,17,51,1,443,50953,UDP
1775625870.4921658,69,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.4926507,66,172.217.168.110,10.111.197.48,6,114,1,443,49273,SA
1775625870.4931853,66,216.239.38.120,10.111.197.48,17,50,1,443,57575,UDP
1775625870.493721,1288,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.4943025,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.4948194,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.4952521,82,192.178.24.42,10.111.197.48,17,52,1,443,50758,UDP
1775625870.495834,1292,192.178.24.65,10.111.197.48,17,53,1,443,53819,UDP
1775625870.4964185,1292,192.178.24.42,10.111.197.48,17,52,1,443,50758,UDP
